/home/bear/dl/data/dataset/animals/monkey/pic_226.jpg,3
/home/bear/dl/data/dataset/animals/tiger/pic_308.jpg,4
/home/bear/dl/data/dataset/animals/giraffe/pic_212.jpg,1
/home/bear/dl/data/dataset/animals/lion/pic_289.jpg,2
/home/bear/dl/data/dataset/animals/tiger/pic_170.jpg,4
/home/bear/dl/data/dataset/animals/elephant/pic_296.jpg,0
/home/bear/dl/data/dataset/animals/monkey/pic_397.jpg,3
/home/bear/dl/data/dataset/animals/monkey/pic_098.jpg,3
/home/bear/dl/data/dataset/animals/elephant/pic_158.jpg,0
/home/bear/dl/data/dataset/animals/giraffe/pic_318.jpg,1
/home/bear/dl/data/dataset/animals/lion/pic_141.jpg,2
/home/bear/dl/data/dataset/animals/lion/pic_349.jpg,2
/home/bear/dl/data/dataset/animals/tiger/pic_302.jpg,4
/home/bear/dl/data/dataset/animals/giraffe/pic_385.jpg,1
/home/bear/dl/data/dataset/animals/tiger/pic_067.jpg,4
/home/bear/dl/data/dataset/animals/elephant/pic_392.jpg,0
/home/bear/dl/data/dataset/animals/tiger/pic_004.jpg,4
/home/bear/dl/data/dataset/animals/elephant/pic_148.jpg,0
/home/bear/dl/data/dataset/animals/elephant/pic_005.jpg,0
/home/bear/dl/data/dataset/animals/giraffe/pic_079.jpg,1
/home/bear/dl/data/dataset/animals/lion/pic_138.jpg,2
/home/bear/dl/data/dataset/animals/monkey/pic_050.jpg,3
/home/bear/dl/data/dataset/animals/giraffe/pic_118.jpg,1
/home/bear/dl/data/dataset/animals/lion/pic_313.jpg,2
/home/bear/dl/data/dataset/animals/giraffe/pic_399.jpg,1
/home/bear/dl/data/dataset/animals/monkey/pic_119.jpg,3
/home/bear/dl/data/dataset/animals/giraffe/pic_288.jpg,1
/home/bear/dl/data/dataset/animals/giraffe/pic_123.jpg,1
/home/bear/dl/data/dataset/animals/giraffe/pic_021.jpg,1
/home/bear/dl/data/dataset/animals/elephant/pic_374.jpg,0
/home/bear/dl/data/dataset/animals/monkey/pic_332.jpg,3
/home/bear/dl/data/dataset/animals/giraffe/pic_274.jpg,1
/home/bear/dl/data/dataset/animals/elephant/pic_342.jpg,0
/home/bear/dl/data/dataset/animals/giraffe/pic_310.jpg,1
/home/bear/dl/data/dataset/animals/lion/pic_136.jpg,2
/home/bear/dl/data/dataset/animals/monkey/pic_117.jpg,3
/home/bear/dl/data/dataset/animals/giraffe/pic_317.jpg,1
/home/bear/dl/data/dataset/animals/elephant/pic_134.jpg,0
/home/bear/dl/data/dataset/animals/monkey/pic_133.jpg,3
/home/bear/dl/data/dataset/animals/elephant/pic_104.jpg,0
/home/bear/dl/data/dataset/animals/tiger/pic_163.jpg,4
/home/bear/dl/data/dataset/animals/lion/pic_041.jpg,2
/home/bear/dl/data/dataset/animals/elephant/pic_119.jpg,0
/home/bear/dl/data/dataset/animals/lion/pic_145.jpg,2
/home/bear/dl/data/dataset/animals/giraffe/pic_175.jpg,1
/home/bear/dl/data/dataset/animals/tiger/pic_236.jpg,4
/home/bear/dl/data/dataset/animals/elephant/pic_202.jpg,0
/home/bear/dl/data/dataset/animals/lion/pic_372.jpg,2
/home/bear/dl/data/dataset/animals/giraffe/pic_327.jpg,1
/home/bear/dl/data/dataset/animals/monkey/pic_152.jpg,3
/home/bear/dl/data/dataset/animals/tiger/pic_173.jpg,4
/home/bear/dl/data/dataset/animals/tiger/pic_072.jpg,4
/home/bear/dl/data/dataset/animals/giraffe/pic_182.jpg,1
/home/bear/dl/data/dataset/animals/giraffe/pic_003.jpg,1
/home/bear/dl/data/dataset/animals/tiger/pic_055.jpg,4
/home/bear/dl/data/dataset/animals/elephant/pic_174.jpg,0
/home/bear/dl/data/dataset/animals/tiger/pic_154.jpg,4
/home/bear/dl/data/dataset/animals/tiger/pic_334.jpg,4
/home/bear/dl/data/dataset/animals/giraffe/pic_286.jpg,1
/home/bear/dl/data/dataset/animals/giraffe/pic_087.jpg,1
/home/bear/dl/data/dataset/animals/lion/pic_124.jpg,2
/home/bear/dl/data/dataset/animals/lion/pic_279.jpg,2
/home/bear/dl/data/dataset/animals/giraffe/pic_220.jpg,1
/home/bear/dl/data/dataset/animals/monkey/pic_035.jpg,3
/home/bear/dl/data/dataset/animals/monkey/pic_115.jpg,3
/home/bear/dl/data/dataset/animals/lion/pic_185.jpg,2
/home/bear/dl/data/dataset/animals/tiger/pic_152.jpg,4
/home/bear/dl/data/dataset/animals/monkey/pic_144.jpg,3
/home/bear/dl/data/dataset/animals/tiger/pic_028.jpg,4
/home/bear/dl/data/dataset/animals/lion/pic_004.jpg,2
/home/bear/dl/data/dataset/animals/giraffe/pic_275.jpg,1
/home/bear/dl/data/dataset/animals/elephant/pic_345.jpg,0
/home/bear/dl/data/dataset/animals/lion/pic_266.jpg,2
/home/bear/dl/data/dataset/animals/tiger/pic_192.jpg,4
